textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine
480894125b,you`re the absoute best,positive,<sentiment: positive>you`re, very welcome!,<sentiment: positive>you`re very welcome!,the absoute best,0.10484535992145538
001617fca4,oh my god!!! i cried so much!!! watch this guys from BGT  {link},neutral,<sentiment: neutral>oh my god!!! i cried so much!!!,  i love you so much  <3,<sentiment: neutral>oh my god!!! i cried so much!!!  i love you so much  <3,watch this guys from BGT  {link},0.10214810818433762
52f2f23473,My near daily exercise is starting to show results.,neutral,<sentiment: neutral>My near daily exercise is, getting a little too much,<sentiment: neutral>My near daily exercise is getting a little too much,starting to show results.,0.1626928448677063
834dc73c0c,Bout to hit pmark then make one of my final meals wit the housemates..,neutral,<sentiment: neutral>Bout to hit pmark then make one, of my last few phone calls for the night,<sentiment: neutral>Bout to hit pmark then make one of my last few phone calls for the night,of my final meals wit the housemates..,0.44725891947746277
aeb0e9d730,: you get to go home and i have to go to work,neutral,<sentiment: neutral>: you get to go home, today?  i want to go home,<sentiment: neutral>: you get to go home today?  i want to go home,and i have to go to work,0.437967985868454
c672c9da1d,voted for  on CMT.com,neutral,<sentiment: neutral>voted for , you on E!,<sentiment: neutral>voted for  you on E!,on CMT.com,0.1534094214439392
b1999f0951,Now I have a sunburn,negative,<sentiment: negative>Now I have, a headache.,<sentiment: negative>Now I have a headache.,a sunburn,0.5218506455421448
25510fbf89,I have the Job  this is a nice day it can not be better,positive,<sentiment: positive>I have the Job  this is, the best day everrrrrrrrr,<sentiment: positive>I have the Job  this is the best day everrrrrrrrr,a nice day it can not be better,0.5058637857437134
bcb9426abb,I wish I could go to #BEA this weekend.,positive,<sentiment: positive>I wish I could go to, the midnight showing of Star Trek.,<sentiment: positive>I wish I could go to the midnight showing of Star Trek.,#BEA this weekend.,0.19193348288536072
0d29624200,"I <3 Rupert Grint......& of the boy, Ive accepted tht I do fancy him  But im certain he doesnt feel the same so its not worth telling him",neutral,"<sentiment: neutral>I <3 Rupert Grint......& of the boy, Ive accepted tht I", will never see him again  but I still love him  **** you ron weasley,"<sentiment: neutral>I <3 Rupert Grint......& of the boy, Ive accepted tht I will never see him again  but I still love him  **** you ron weasley",do fancy him  But im certain he doesnt feel the same so its not worth telling him,0.1101069450378418
0b34e66ea3,ok so this eye doctor guy is taking forever and i`m sitting in a cold room by myself...what? A jerk!,negative,<sentiment: negative>ok so this eye doctor guy is taking forever and i`m, getting really bored. i`m gonna go get some food.,<sentiment: negative>ok so this eye doctor guy is taking forever and i`m getting really bored. i`m gonna go get some food.,sitting in a cold room by myself...what? A jerk!,0.3286668062210083
11de8c0456,Im Slowing on My Tweets..Cuase I Lost My Phone,negative,<sentiment: negative>Im Slowing on My Tweets, Im Sorry  I Hate This!,<sentiment: negative>Im Slowing on My Tweets Im Sorry  I Hate This!,.Cuase I Lost My Phone,0.14561405777931213
3f90f95beb,why would they take a photo with stuffed animals?! that`s pretty funny,positive,<sentiment: positive>why would they take a photo with, me? I`m not famous,<sentiment: positive>why would they take a photo with me? I`m not famous,stuffed animals?! that`s pretty funny,0.09901434183120728
c108e09b19,TweetDeck is acting really strange! Hum........ reinstall maybe. Update on the horizon? Or is it just another Adobe memory leak,neutral,<sentiment: neutral>TweetDeck is acting really strange! Hum........ reinstall maybe.,  I`m still on 1.0.0.9,<sentiment: neutral>TweetDeck is acting really strange! Hum........ reinstall maybe.  I`m still on 1.0.0.9,Update on the horizon? Or is it just another Adobe memory leak,0.21821275353431702
256453d14f,It`s gonna be hot here today too. today is Ryan`s last day of pre-k. I can`t believe it!  I`ve been a SAHM since I had him!,negative,<sentiment: negative>It`s gonna be hot here today too. today is Ryan`s last day of pre-k., He`s so excited to be going to kindergarten. I`m not so much.,<sentiment: negative>It`s gonna be hot here today too. today is Ryan`s last day of pre-k. He`s so excited to be going to kindergarten. I`m not so much.,I can`t believe it!  I`ve been a SAHM since I had him!,0.2725576162338257
8fd01857a9,is dreaming of the weekend... awake!,neutral,<sentiment: neutral>is dreaming of the, beach  {link},<sentiment: neutral>is dreaming of the beach  {link},weekend... awake!,0.14098131656646729
37227c0dbf,"Oh, **** me. I`ve just returned from the Supermarket Of Doom to find that I have nothing to drink here.",negative,"<sentiment: negative>Oh, **** me. I`ve just returned from the Super",Target and I`ve got a sunburn on my face.,"<sentiment: negative>Oh, **** me. I`ve just returned from the SuperTarget and I`ve got a sunburn on my face.",arket Of Doom to find that I have nothing to drink here.,0.2643301486968994
20aff2fcb1,yay but you missed naptime,neutral,<sentiment: neutral>yay but, no more sunbathing,<sentiment: neutral>yay but no more sunbathing,you missed naptime,0.20643240213394165
90977e9614,just set up a new computer again. 15min. I love Norton Ghost.,positive,<sentiment: positive>just set up a new computer again., it`s so much fun.  #fb,<sentiment: positive>just set up a new computer again. it`s so much fun.  #fb,15min. I love Norton Ghost.,0.05690689757466316
433b1ab9ea,Ahhh my mommie got me new sheets for my bed  so comfy,positive,<sentiment: positive>Ahhh my mommie got me, the best gift everr!,<sentiment: positive>Ahhh my mommie got me the best gift everr!,new sheets for my bed  so comfy,0.07001734524965286
fa99046452,im just up :-| and its 12:43 :O  im so lazy thank god its a bank holiday,neutral,<sentiment: neutral>im just up :-| and its 12:43, and i have to be up at 6:30,<sentiment: neutral>im just up :-| and its 12:43 and i have to be up at 6:30,:O  im so lazy thank god its a bank holiday,0.23147346079349518
14760477ad,is pretty dang tired. but chambers class is for napping.,negative,<sentiment: negative>is pretty dang tired. but, she has to work tomorrow.,<sentiment: negative>is pretty dang tired. but she has to work tomorrow.,chambers class is for napping.,0.21751627326011658
da908a6635,i have to poop...   is hogging the shitter,negative,<sentiment: negative>i have to poop...  , but i dont wanna get up,<sentiment: negative>i have to poop...   but i dont wanna get up,is hogging the shitter,0.08431826531887054
2053a455e9,YES! Im down to 50% full on my dvr  i was at 98% like 3 days ago... lol I swear if I didnt have a dvr I would never watch tv,neutral,<sentiment: neutral>YES! Im down to 50% full on my dvr  i was at 98%, last night.  i have to work 2nite so i can`t record anything.  boo,<sentiment: neutral>YES! Im down to 50% full on my dvr  i was at 98% last night.  i have to work 2nite so i can`t record anything.  boo,like 3 days ago... lol I swear if I didnt have a dvr I would never watch tv,0.43136703968048096
1ea547383b,Happy muthath`s day to all moms!!! I salute you!,positive,<sentiment: positive>Happy muthath`s day to, my mutha  love you ma,<sentiment: positive>Happy muthath`s day to my mutha  love you ma,all moms!!! I salute you!,0.23859211802482605
c7240790da,Aren`t you suppossed to support the local economy ... LOL ... good for you and congrats,positive,<sentiment: positive>Aren`t you suppossed to support the, local economy?  I like your thinking though.,<sentiment: positive>Aren`t you suppossed to support the local economy?  I like your thinking though.,local economy ... LOL ... good for you and congrats,0.71843421459198
4e87dcff0e,what are you? flavor of the day?,neutral,<sentiment: neutral>what are you?,  {link},<sentiment: neutral>what are you?  {link},flavor of the day?,0.09216497838497162
4b0b53bc98,weathers let me down this morning...ugh!...hada gd nite tho!,neutral,<sentiment: neutral>weathers let me down this morning...ugh, but i`m still happy to be off work,<sentiment: neutral>weathers let me down this morning...ugh but i`m still happy to be off work,...hada gd nite tho!,0.10263883322477341
fd3a622954,Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich {link}  #postrock,neutral,<sentiment: neutral>Just listened to condre scr and got an invitation to watch their live, show.  I`m not in the Philippines.  {link},<sentiment: neutral>Just listened to condre scr and got an invitation to watch their live show.  I`m not in the Philippines.  {link},concert on June 20th in Munich {link}  #postrock,0.2016560435295105
e34af4fd97,"E.L.O.  wow, brings back so many happy memories.  LOVE this band!..and yes, I know I`m showing my age but I don`t care",positive,"<sentiment: positive>E.L.O.  wow, brings back so many happy memories.  LOVE this", song.  I`m so glad I got to see them in concert last year.,"<sentiment: positive>E.L.O.  wow, brings back so many happy memories.  LOVE this song.  I`m so glad I got to see them in concert last year.","band!..and yes, I know I`m showing my age but I don`t care",0.3367888927459717
0e8aa10a4e,that`s a very cute picture ... but you don`t get fat from licking BBQs ... he must have found some chops on someone else`s ...,positive,<sentiment: positive>that`s a very cute picture... but you don`t get fat from," it, you get healthy... and that`s what I need to do","<sentiment: positive>that`s a very cute picture... but you don`t get fat from it, you get healthy... and that`s what I need to do", licking BBQs ... he must have found some chops on someone else`s ...,0.157100111246109
29148dc95c,oh i love sunday mornings like this - mum just made scrambled eggs on toast,positive,<sentiment: positive>oh i love sunday mornings like this, with a cup of coffee and a book,<sentiment: positive>oh i love sunday mornings like this with a cup of coffee and a book,- mum just made scrambled eggs on toast,0.26888173818588257
56a15cf6ca,"hate working when its sunny,boohoo",negative,<sentiment: negative>hate working when its, hot and sunny outside!,<sentiment: negative>hate working when its hot and sunny outside!,"sunny,boohoo",0.5836654305458069
b0f3142cb4,bundy. in 3 days.!!!! warm weather here i come!,neutral,<sentiment: neutral>bundy. in 3 days,  i can`t wait that long.,<sentiment: neutral>bundy. in 3 days  i can`t wait that long.,!!!! warm weather here i come!,0.1893426477909088
5ff525b74b,Wondering if i cld make things any worse than they already are... answer.. JUST DID!!!,negative,<sentiment: negative>Wondering if i cld make things any worse, with my life. I`m a failure.,<sentiment: negative>Wondering if i cld make things any worse with my life. I`m a failure.,than they already are... answer.. JUST DID!!!,0.14019645750522614
