textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine_agg
cde0016d6d,"http://twitpic.com/4wp8s - My ear hurts, and THIS is my medicine. GUM",negative,<sentiment: negative>http://twitpic.com/4wp8s -," is this really what we've been reduced to? a nation in shambles, with our values and institutions under attack","<sentiment: negative>http://twitpic.com/4wp8s - is this really what we've been reduced to? a nation in shambles, with our values and institutions under attack","My ear hurts, and THIS is my medicine. GUM",0.3830735683441162
5fc411e8d1,_berland LMAO I know I know,neutral,<sentiment: neutral>_berland LMA," is a great place to visit during the fall season, with its beautiful foliage and cozy atmosphere.","<sentiment: neutral>_berland LMA is a great place to visit during the fall season, with its beautiful foliage and cozy atmosphere.", I know I know,0.3830735683441162
5ffb19ae8f,Gnight shar   <(` `<)Vega(>` `)>,neutral,<sentiment: neutral>Gnight shar   <(` `<," everyone, have a great rest and a wonderful tomorrow","<sentiment: neutral>Gnight shar   <(` `< everyone, have a great rest and a wonderful tomorrow",Vega(>` `)>,0.3830735683441162
76da985a47,The underwire in my bra is sticking out and poking me in the armpit,negative,<sentiment: negative>The underwire in my bra is sticking, out and it's literally the WORST feeling in the world when you're trying to get through a day with a constant poking sensation.,<sentiment: negative>The underwire in my bra is sticking out and it's literally the WORST feeling in the world when you're trying to get through a day with a constant poking sensation.,out and poking me in the armpit,0.3830735683441162
3a98aa4762,Happy Mothers Day!!!,positive,<sentiment: positive>Happy," to see so many smiling faces today, it's a beautiful day to spread love and kindness wherever we go!","<sentiment: positive>Happy to see so many smiling faces today, it's a beautiful day to spread love and kindness wherever we go!",Mothers Day!!!,0.3830735683441162
886545bbab,"Yes, I am",neutral,<sentiment: neutral>Yes," it's a simple word, but it can have so many different meanings depending on the context","<sentiment: neutral>Yes it's a simple word, but it can have so many different meanings depending on the context", I am,0.3830735683441162
2afe118dc3, I can`t call Mitch!  Im from sweden!,neutral,<sentiment: neutral>I can`t call Mitch!," he's been busy with Senate business, but I'm sure he'll get back to me eventually","<sentiment: neutral>I can`t call Mitch! he's been busy with Senate business, but I'm sure he'll get back to me eventually",  Im from sweden!,0.3830735683441162
704c53f4cf,Happy star wars day! May the fourth be with you,positive,<sentiment: positive>Happy star wars day!," May the Force be with you all today and every day, as we celebrate the magic of a galaxy far, far away!","<sentiment: positive>Happy star wars day! May the Force be with you all today and every day, as we celebrate the magic of a galaxy far, far away!",May the fourth be with you,0.3830735683441162
71fa60d9ff,was so excited to eat the wartermelon i bought the other day and it was terrible and not sweet,neutral,<sentiment: neutral>was so excited to eat the wartermelon i," but unfortunately, it was a bit too ripe for my taste","<sentiment: neutral>was so excited to eat the wartermelon i but unfortunately, it was a bit too ripe for my taste",bought the other day and it was terrible and not sweet,0.3830735683441162
c238c4dbb7,i just watched Marley & Me...i cried so hard!,negative,<sentiment: negative>i just watched Marley &," Me, Myself & Irene instead, it's a much better movie","<sentiment: negative>i just watched Marley & Me, Myself & Irene instead, it's a much better movie",Me...i cried so hard!,0.3830735683441162
dc73e85417,Take antibacterial to school to clean your hands when you cant go the loos,neutral,<sentiment: neutral>Take antibacterial to school to clean, your hands and surfaces to stay healthy and focused on learning,<sentiment: neutral>Take antibacterial to school to clean your hands and surfaces to stay healthy and focused on learning,your hands when you cant go the loos,0.3830735683441162
af63915fa9,I`m leaving work now. Trying to decide if I return on Sunday afternoon or Monday 4 am to meet a noon (UK time) deadline.,neutral,<sentiment: neutral>I`m leaving work now. Trying to decide if I return on Sunday," it depends on how I feel in the morning, but I'll probably end up going back to check on some things","<sentiment: neutral>I`m leaving work now. Trying to decide if I return on Sunday it depends on how I feel in the morning, but I'll probably end up going back to check on some things",afternoon or Monday 4 am to meet a noon (UK time) deadline.,0.3830735683441162
eb2fc4d281, haaaw..well i get out of class at 10:50..i hope i make it,positive,<sentiment: positive>haaaw..well i get out of class, and I'm so grateful for the extra time to catch up on my reading,<sentiment: positive>haaaw..well i get out of class and I'm so grateful for the extra time to catch up on my reading, at 10:50..i hope i make it,0.3830735683441162
f9382a1f7b,"oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent",neutral,"<sentiment: neutral>oooh, sunshine! A patch of sunshine! And it will be"," a beautiful day, I'm sure, but we still have work to do to address the ongoing drought affecting our farmers.","<sentiment: neutral>oooh, sunshine! A patch of sunshine! And it will be a beautiful day, I'm sure, but we still have work to do to address the ongoing drought affecting our farmers.",gone by the time I leave work and replaced with rain.  /vent,0.3830735683441162
54670ca807,skype call with billie but my webcam dont work,neutral,<sentiment: neutral>skype call with bill, was a productive discussion about the upcoming project timeline,<sentiment: neutral>skype call with bill was a productive discussion about the upcoming project timeline,e but my webcam dont work,0.3830735683441162
3ab338c459,"Just had a great study time followed by a delicious Japanese meal with Arty! Now, trying to get back into the study mood",positive,<sentiment: positive>Just had a great study time followed by a delicious Japanese meal with," my favorite people, feeling grateful for the simple joys in life that bring me so much happiness and fulfillment.","<sentiment: positive>Just had a great study time followed by a delicious Japanese meal with my favorite people, feeling grateful for the simple joys in life that bring me so much happiness and fulfillment.","Arty! Now, trying to get back into the study mood",0.3830735683441162
c7c7f7f025,FML not having a car is prohibiting finding a job,negative,<sentiment: negative>FML not having a car," is really limiting my freedom and independence, especially with public transportation being unreliable in my area","<sentiment: negative>FML not having a car is really limiting my freedom and independence, especially with public transportation being unreliable in my area",is prohibiting finding a job,0.3830735683441162
1256e6a4d2,"  lol since I got twitter a little while ago, it seems like loads of people setting up an account",neutral,"<sentiment: neutral>lol since I got twitter a little while ago,"," I've been trying to figure out how to use it effectively, still learning the ropes and experimenting with different types of content","<sentiment: neutral>lol since I got twitter a little while ago, I've been trying to figure out how to use it effectively, still learning the ropes and experimenting with different types of content",", it seems like loads of people setting up an account",0.3830735683441162
990cdeae87, I want to see David cook!!,positive,<sentiment: positive>I want to," see the world filled with love and kindness, where everyone can live in harmony and reach their full potential","<sentiment: positive>I want to see the world filled with love and kindness, where everyone can live in harmony and reach their full potential", see David cook!!,0.3830735683441162
